lit_id,lit_name,k_id,k_name
85046349671,Anticancer activity of arborinine from Glycosmis parva leaf extract in human cervical cancer cells,epithelialmesenchymaltransition,Epithelial-mesenchymal transition
85046349671,Anticancer activity of arborinine from Glycosmis parva leaf extract in human cervical cancer cells,glycosmisparva,Glycosmis parva
85041368622,Extension of specification language for soundness and completeness of service workflow,completeness,completeness
85041368622,Extension of specification language for soundness and completeness of service workflow,computationaltreelogicctl,computational tree Logic (CTL)
85041368622,Extension of specification language for soundness and completeness of service workflow,enterprisesystems,Enterprise systems
85041368622,Extension of specification language for soundness and completeness of service workflow,firstorderlogicfol,first order logic (FOL)
85041368622,Extension of specification language for soundness and completeness of service workflow,semantics,Semantics
85041368622,Extension of specification language for soundness and completeness of service workflow,servicecomposition,service composition
85041368622,Extension of specification language for soundness and completeness of service workflow,serviceworkflows,service workflows
85041368622,Extension of specification language for soundness and completeness of service workflow,serviceorientedarchitecturesoa,service-oriented architecture (SOA)
85041368622,Extension of specification language for soundness and completeness of service workflow,soundness,soundness
85041368622,Extension of specification language for soundness and completeness of service workflow,specificationlanguage,specification language
85122107782,User-Oriented Selections of Validators for Trust of Internet-of-Thing Services,specificationlanguage,specification language
85041368622,Extension of specification language for soundness and completeness of service workflow,syntax,Syntax
85052968790,"The Development of Late-Stage Continental Breakup: Seismic Reflection and Borehole Evidence from the Danakil Depression, Ethiopia",borehole,borehole
85052968790,"The Development of Late-Stage Continental Breakup: Seismic Reflection and Borehole Evidence from the Danakil Depression, Ethiopia",danakil,Danakil
85052968790,"The Development of Late-Stage Continental Breakup: Seismic Reflection and Borehole Evidence from the Danakil Depression, Ethiopia",ethiopia,Ethiopia
85052968790,"The Development of Late-Stage Continental Breakup: Seismic Reflection and Borehole Evidence from the Danakil Depression, Ethiopia",evaporite,evaporite
85052968790,"The Development of Late-Stage Continental Breakup: Seismic Reflection and Borehole Evidence from the Danakil Depression, Ethiopia",rifting,rifting
85052968790,"The Development of Late-Stage Continental Breakup: Seismic Reflection and Borehole Evidence from the Danakil Depression, Ethiopia",seismology,seismology
85038030583,Computational screening of fatty acid synthase inhibitors against thioesterase domain,fattyacidsynthaseinhibitor,fatty acid synthase inhibitor
85038030583,Computational screening of fatty acid synthase inhibitors against thioesterase domain,moleculardynamicssimulations,Molecular dynamics simulations
85151238560,"Structure-based virtual screening for potent inhibitors of GH-20 β-N-acetylglucosaminidase: Classical and machine learning scoring functions, and molecular dynamics simulations",moleculardynamicssimulations,Molecular dynamics simulations
85038030583,Computational screening of fatty acid synthase inhibitors against thioesterase domain,thioesterasedomain,thioesterase domain
85062870801,Effectiveness of cold therapy in reducing acute pain among persons with cardiac surgery: A randomized control trial,coldtherapy,Cold therapy
85050945318,Monitoring anti-pythium insidiosum IgG antibodies and (1¡3)-D-Glucan in vascular pythiosis,13dglucan,(1¡3)-D-glucan
85050945318,Monitoring anti-pythium insidiosum IgG antibodies and (1¡3)-D-Glucan in vascular pythiosis,pinsidiosumspecificantibody,P. insidiosum-specific antibody
85050945318,Monitoring anti-pythium insidiosum IgG antibodies and (1¡3)-D-Glucan in vascular pythiosis,therapeuticmonitoring,Therapeutic monitoring
85056590125,Thermal behaviour of calcite-structure carbonates: A powder x-ray diffraction study between 83 and 618 k,calcitestructurecarbonates,Calcite-structure carbonates
85056590125,Thermal behaviour of calcite-structure carbonates: A powder x-ray diffraction study between 83 and 618 k,lowandhightemperaturexraydiffraction,Low-and high-temperature X-ray diffraction
85056590125,Thermal behaviour of calcite-structure carbonates: A powder x-ray diffraction study between 83 and 618 k,thermalexpansion,Thermal expansion
85045843942,Age estimation methods using hand and wrist radiographs in a group of contemporary Thais,ageestimation,Age estimation
85045843942,Age estimation methods using hand and wrist radiographs in a group of contemporary Thais,fishman,Fishman
85045843942,Age estimation methods using hand and wrist radiographs in a group of contemporary Thais,forensicanthropologypopulationdata,Forensic anthropology population data
85045843942,Age estimation methods using hand and wrist radiographs in a group of contemporary Thais,greulichpyle,Greulich–Pyle
85045843942,Age estimation methods using hand and wrist radiographs in a group of contemporary Thais,tannerwhitehouse,Tanner–Whitehouse
85050544337,Inhibitory Activities of Protein Hydrolysates from Spotted Babylon Snails on Tyrosinase and Melanogenesis,antityrosinase,anti-tyrosinase
85050544337,Inhibitory Activities of Protein Hydrolysates from Spotted Babylon Snails on Tyrosinase and Melanogenesis,babyloniaareolata,Babylonia areolata
85050544337,Inhibitory Activities of Protein Hydrolysates from Spotted Babylon Snails on Tyrosinase and Melanogenesis,melanogenesis,melanogenesis
85050544337,Inhibitory Activities of Protein Hydrolysates from Spotted Babylon Snails on Tyrosinase and Melanogenesis,spottedbabylon,spotted babylon
85034268326,Health Risk Contamination of Heavy Metals in Yolk and Albumen of Duck Eggs Collected in Central and Western Thailand,albumen,Albumen
85034268326,Health Risk Contamination of Heavy Metals in Yolk and Albumen of Duck Eggs Collected in Central and Western Thailand,duckegg,Duck egg
85034268326,Health Risk Contamination of Heavy Metals in Yolk and Albumen of Duck Eggs Collected in Central and Western Thailand,yolk,Yolk
85046030343,Efficacy of a type 2 PRRSV modified live vaccine (PrimePac™ PRRS) against a Thai HP-PRRSV challenge,hpprrsv,HP-PRRSV
85046030343,Efficacy of a type 2 PRRSV modified live vaccine (PrimePac™ PRRS) against a Thai HP-PRRSV challenge,modifiedlivevaccine,Modified live vaccine
85046030343,Efficacy of a type 2 PRRSV modified live vaccine (PrimePac™ PRRS) against a Thai HP-PRRSV challenge,pigs,pigs
85164534650,"Emergence of novel porcine circovirus 2d strains in Thailand, 2019–2020",pigs,pigs
85046030343,Efficacy of a type 2 PRRSV modified live vaccine (PrimePac™ PRRS) against a Thai HP-PRRSV challenge,primepac,PrimePac™
85044527605,Comparative study on the maximum mouth opening between dynamic and static jaw exercise in irradiated head and neck cancer patients: A randomized control trial,dynamicjawexercise,Dynamic jaw exercise
85044527605,Comparative study on the maximum mouth opening between dynamic and static jaw exercise in irradiated head and neck cancer patients: A randomized control trial,headandneckcancer,Head and neck cancer
85044527605,Comparative study on the maximum mouth opening between dynamic and static jaw exercise in irradiated head and neck cancer patients: A randomized control trial,maximummouthopeningdistance,Maximum mouth opening distance
85044527605,Comparative study on the maximum mouth opening between dynamic and static jaw exercise in irradiated head and neck cancer patients: A randomized control trial,radiotherapy,radiotherapy
85129701137,Propensity Score Matched Study of Tri-Weekly vs. Weekly Platinum-Based Chemotherapy Concurrent with Radiotherapy in the Treatment of Locally Advanced Cervical Cancer,radiotherapy,radiotherapy
85044527605,Comparative study on the maximum mouth opening between dynamic and static jaw exercise in irradiated head and neck cancer patients: A randomized control trial,staticjawexercise,Static jaw exercise
85054632872,The fabrication of multicolor electrochromic device based on graphene conductive ink/poly(Lactic acid) thin films by voltage-step method,electrochromicdevice,Electrochromic device
85054632872,The fabrication of multicolor electrochromic device based on graphene conductive ink/poly(Lactic acid) thin films by voltage-step method,grapheneconductiveink,Graphene conductive ink
85054621002,Facilitated transport of cadmium with montmorillonite KSF colloids under different pH conditions in water-saturated sand columns: Experiment and transport modeling,cadmium,Cadmium
85054621002,Facilitated transport of cadmium with montmorillonite KSF colloids under different pH conditions in water-saturated sand columns: Experiment and transport modeling,contaminanttransport,Contaminant transport
85054621002,Facilitated transport of cadmium with montmorillonite KSF colloids under different pH conditions in water-saturated sand columns: Experiment and transport modeling,hydrus1d,HYDRUS-1D
85054621002,Facilitated transport of cadmium with montmorillonite KSF colloids under different pH conditions in water-saturated sand columns: Experiment and transport modeling,montmorillonitecolloids,Montmorillonite colloids
85054832573,Alternative Redundant Residue Number System Construction with Redundant Residue Representations,errordetectionandcorrectioncode,error detection and correction code
85054832573,Alternative Redundant Residue Number System Construction with Redundant Residue Representations,redundantresiduenumbersystemrrns,redundant residue number system (RRNS)
85054832573,Alternative Redundant Residue Number System Construction with Redundant Residue Representations,residuenumbersystemrns,residue number system (RNS)
85055172748,Blocking of type 1 angiotensin II receptor inhibits T-lymphocyte activation and IL-2 production,angiotensin,Angiotensin
85055172748,Blocking of type 1 angiotensin II receptor inhibits T-lymphocyte activation and IL-2 production,candesartan,Candesartan
85055172748,Blocking of type 1 angiotensin II receptor inhibits T-lymphocyte activation and IL-2 production,erk,ERK
85055172748,Blocking of type 1 angiotensin II receptor inhibits T-lymphocyte activation and IL-2 production,il2,IL-2
85055172748,Blocking of type 1 angiotensin II receptor inhibits T-lymphocyte activation and IL-2 production,tlymphocyte,T-lymphocyte
85051652467,Inhibition of amyloid fibril formation in the variable domain of λ6 light chain mutant Wil caused by the interaction between its unfolded state and epigallocatechin-3-O-gallate,alamyloidosis,AL amyloidosis
85051652467,Inhibition of amyloid fibril formation in the variable domain of λ6 light chain mutant Wil caused by the interaction between its unfolded state and epigallocatechin-3-O-gallate,amyloidfibrilformation,Amyloid fibril formation
85051652467,Inhibition of amyloid fibril formation in the variable domain of λ6 light chain mutant Wil caused by the interaction between its unfolded state and epigallocatechin-3-O-gallate,egcg,EGCG
85051652467,Inhibition of amyloid fibril formation in the variable domain of λ6 light chain mutant Wil caused by the interaction between its unfolded state and epigallocatechin-3-O-gallate,inhibitionmechanism,Inhibition mechanism
85042617226,Design of a globally stable position estimator for surface permanent-magnet synchronous motors,globalstability,global stability
85042617226,Design of a globally stable position estimator for surface permanent-magnet synchronous motors,permanentmagnetsynchronousmotors,permanent-magnet synchronous motors
85042617226,Design of a globally stable position estimator for surface permanent-magnet synchronous motors,positionestimation,position estimation
85042617226,Design of a globally stable position estimator for surface permanent-magnet synchronous motors,robustness,robustness
85022071002,Insulin does not rescue cortical and trabecular bone loss in type 2 diabetic Goto-Kakizaki rats,bloodglucose,Blood glucose
85162929256,The Development of Kluai Namwa (Musa Sapientum Linn.) Energy Gel: An Alternative Ergogenic Aid for Enhancing Endurance Running Performance,bloodglucose,Blood glucose
85022071002,Insulin does not rescue cortical and trabecular bone loss in type 2 diabetic Goto-Kakizaki rats,bonemineraldensity,Bone mineral density
85022071002,Insulin does not rescue cortical and trabecular bone loss in type 2 diabetic Goto-Kakizaki rats,diabeticosteopathy,Diabetic osteopathy
85022071002,Insulin does not rescue cortical and trabecular bone loss in type 2 diabetic Goto-Kakizaki rats,gotokakizakirats,Goto-Kakizaki rats
85042510739,Poly(acrylic acid)-grafted magnetite nanoparticle conjugated with pyrrolidinyl peptide nucleic acid for specific adsorption with real DNA,deoxyribonucleicacid,Deoxyribonucleic acid
85042510739,Poly(acrylic acid)-grafted magnetite nanoparticle conjugated with pyrrolidinyl peptide nucleic acid for specific adsorption with real DNA,magnetite,Magnetite
85042510739,Poly(acrylic acid)-grafted magnetite nanoparticle conjugated with pyrrolidinyl peptide nucleic acid for specific adsorption with real DNA,nanoparticle,Nanoparticle
85133649529,Mucoadhesive cationic lipid-based Flavobacterium oreochromis nanoencapsulation enhanced the efficacy of mucoadhesive immersion vaccination against columnaris disease and strengthened immunity in Asian sea bass (Lates calcarifer),nanoparticle,Nanoparticle
85049535270,Trends in the use of illicit substances in Thailand: Results from national household surveys,illicitdrug,illicit drug
85047485244,Pharmacological treatments for alleviating agitation in dementia: a systematic review and network meta-analysis,agitation,agitation
85047485244,Pharmacological treatments for alleviating agitation in dementia: a systematic review and network meta-analysis,pharmacologicaltreatments,pharmacological treatments
85044037605,Improvement of product selectivity in bicarbonate reduction into formic acid on a tin-based catalyst by integrating nano-diamond particles,bicarbonatehco3,Bicarbonate (HCO3-)
85044037605,Improvement of product selectivity in bicarbonate reduction into formic acid on a tin-based catalyst by integrating nano-diamond particles,compositeelectrode,Composite electrode
85044037605,Improvement of product selectivity in bicarbonate reduction into formic acid on a tin-based catalyst by integrating nano-diamond particles,electrochemicalreduction,Electrochemical reduction
85044037605,Improvement of product selectivity in bicarbonate reduction into formic acid on a tin-based catalyst by integrating nano-diamond particles,nanodiamond,Nano-diamond
85041554101,Comparison of water-use characteristics of landscape tree (Tabebuia argentea) and palm (Ptychosperma macarthurii) species in a tropical roof garden with implications for urban water management,ptychospermamacarthurii,Ptychosperma macarthurii
85041554101,Comparison of water-use characteristics of landscape tree (Tabebuia argentea) and palm (Ptychosperma macarthurii) species in a tropical roof garden with implications for urban water management,roofgarden,Roof garden
85041554101,Comparison of water-use characteristics of landscape tree (Tabebuia argentea) and palm (Ptychosperma macarthurii) species in a tropical roof garden with implications for urban water management,sapfluxdensity,Sap flux density
85041554101,Comparison of water-use characteristics of landscape tree (Tabebuia argentea) and palm (Ptychosperma macarthurii) species in a tropical roof garden with implications for urban water management,tabebuiaargentea,Tabebuia argentea
85048145068,Nuclear modification factor of D0 mesons in PbPb collisions at sNN=5.02TeV,dmeson,D-meson
85048145068,Nuclear modification factor of D0 mesons in PbPb collisions at sNN=5.02TeV,openheavyflavour,Open heavy-flavour
85048145068,Nuclear modification factor of D0 mesons in PbPb collisions at sNN=5.02TeV,quarkgluonplasma,Quark gluon plasma
85048145068,Nuclear modification factor of D0 mesons in PbPb collisions at sNN=5.02TeV,shadowing,Shadowing
85048145068,Nuclear modification factor of D0 mesons in PbPb collisions at sNN=5.02TeV,suppression,Suppression
85042535275,Epithelial hyperplasia is responsible for the compensatory enlargement of remaining thyroid lobe after thyroidectomy,ki67,Ki-67
85042535275,Epithelial hyperplasia is responsible for the compensatory enlargement of remaining thyroid lobe after thyroidectomy,proliferation,proliferation
85139870050,Effects of Chrysin on Oral Squamous Cell Carcinoma in Vitro,proliferation,proliferation
85042535275,Epithelial hyperplasia is responsible for the compensatory enlargement of remaining thyroid lobe after thyroidectomy,thyroidcancer,Thyroid cancer
85042535275,Epithelial hyperplasia is responsible for the compensatory enlargement of remaining thyroid lobe after thyroidectomy,thyroidectomy,Thyroidectomy
85054184001,Biofuel production via the pyrolysis of sugarcane (Saccharum officinarum L.) leaves: Characterization of the optimal conditions,lightweightbiomass,Lightweight biomass
85054184001,Biofuel production via the pyrolysis of sugarcane (Saccharum officinarum L.) leaves: Characterization of the optimal conditions,sugarcaneleaves,Sugarcane leaves
85049893142,Variation in intronic microsatellites and exon 2 of the Plasmodium falciparum chloroquine resistance transporter gene during modification of artemisinin combination therapy in Thailand,artemisinincombinationtherapy,Artemisinin combination therapy
85049893142,Variation in intronic microsatellites and exon 2 of the Plasmodium falciparum chloroquine resistance transporter gene during modification of artemisinin combination therapy in Thailand,chloroquineresistance,Chloroquine resistance
85049893142,Variation in intronic microsatellites and exon 2 of the Plasmodium falciparum chloroquine resistance transporter gene during modification of artemisinin combination therapy in Thailand,exon2,Exon 2
85049893142,Variation in intronic microsatellites and exon 2 of the Plasmodium falciparum chloroquine resistance transporter gene during modification of artemisinin combination therapy in Thailand,intron,Intron
85049893142,Variation in intronic microsatellites and exon 2 of the Plasmodium falciparum chloroquine resistance transporter gene during modification of artemisinin combination therapy in Thailand,pfcrt,Pfcrt
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,isotonicsaline,isotonic saline
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,mucociliaryclearance,mucociliary clearance
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,nasalirrigation,nasal irrigation
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,randomizedcontrolledtrial,randomized controlled trial
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,rhinitis,rhinitis
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,rhinosinusitis,rhinosinusitis
85051794662,Hypertonic Saline Versus Isotonic Saline Nasal Irrigation: Systematic Review and Meta-analysis,sinonasaldisease,sinonasal disease
85047113263,Microfluidic approach for in situ synthesis of nanoporous silver microstructures as on-chip SERS substrates,nanoporoussilvermicrostructures,Nanoporous silver microstructures
85047113263,Microfluidic approach for in situ synthesis of nanoporous silver microstructures as on-chip SERS substrates,sers,SERS
85047113263,Microfluidic approach for in situ synthesis of nanoporous silver microstructures as on-chip SERS substrates,thiocyanate,Thiocyanate
85040789682,Anti-Angiogenic Activity of Rotenoids from the Stems of Derris trifoliata,antiangiogenesis,anti-angiogenesis
85040789682,Anti-Angiogenic Activity of Rotenoids from the Stems of Derris trifoliata,cellmigration,cell migration
85040789682,Anti-Angiogenic Activity of Rotenoids from the Stems of Derris trifoliata,derristrifoliata,Derris trifoliata
85040789682,Anti-Angiogenic Activity of Rotenoids from the Stems of Derris trifoliata,leguminosae,Leguminosae
85040789682,Anti-Angiogenic Activity of Rotenoids from the Stems of Derris trifoliata,rotenoid,rotenoid
85063732788,"The dynamic linkage among the size, growth and profitability of listed companies in the ASEAN-4 countries",gmm,GMM
85047263996,High-flow nasal cannula versus conventional oxygen therapy in children with respiratory distress,conventionaloxygen,conventional oxygen
85047263996,High-flow nasal cannula versus conventional oxygen therapy in children with respiratory distress,highflownasalcannula,high flow nasal cannula
85047263996,High-flow nasal cannula versus conventional oxygen therapy in children with respiratory distress,intubation,intubation
85047263996,High-flow nasal cannula versus conventional oxygen therapy in children with respiratory distress,respiratorydistress,respiratory distress
85051293469,Automatic transformation of ordinary timed petri nets into Event-B for formal verification,eventb,Event-B
85051293469,Automatic transformation of ordinary timed petri nets into Event-B for formal verification,realtimesoftwaresystem,Real-time software system
85051293469,Automatic transformation of ordinary timed petri nets into Event-B for formal verification,timedpetrinets,Timed petri nets
85044627024,Photocatalytic activity of Nitrogen and Silica doping on TiO2 nanocatalyst and grafted onto PMMA film,atrp,ATRP
85044627024,Photocatalytic activity of Nitrogen and Silica doping on TiO2 nanocatalyst and grafted onto PMMA film,pmma,PMMA
85044627024,Photocatalytic activity of Nitrogen and Silica doping on TiO2 nanocatalyst and grafted onto PMMA film,tio2,TiO2
85054911826,Hofstadter Points for Exterior Angles,msc:primary51m04,MSC: Primary 51M04
85038874301,Thermodynamic parameters and isotherm application on enantiomeric separation of levofloxacin using hollow fiber supported liquid membrane system,enantiomericseparation,Enantiomeric separation
85038874301,Thermodynamic parameters and isotherm application on enantiomeric separation of levofloxacin using hollow fiber supported liquid membrane system,hfslm,HFSLM
85038874301,Thermodynamic parameters and isotherm application on enantiomeric separation of levofloxacin using hollow fiber supported liquid membrane system,isothermapplication,Isotherm application
85038874301,Thermodynamic parameters and isotherm application on enantiomeric separation of levofloxacin using hollow fiber supported liquid membrane system,levofloxacin,Levofloxacin
85134685335,Pharmacokinetics and Safety of WHO-Recommended Dosage and Higher Dosage of Levofloxacin for Tuberculosis Treatment in Children: a Pilot Study,levofloxacin,Levofloxacin
85038874301,Thermodynamic parameters and isotherm application on enantiomeric separation of levofloxacin using hollow fiber supported liquid membrane system,thermodynamicparameters,Thermodynamic parameters
85056354694,AFOMP policy number 6: code of ethics for medical physicists in AFOMP Countries,conduct,Conduct
85056354694,AFOMP policy number 6: code of ethics for medical physicists in AFOMP Countries,ethics,Ethics
85056354694,AFOMP policy number 6: code of ethics for medical physicists in AFOMP Countries,medicalphysics,Medical physics
85050383385,Momentum space approach to crossing symmetric CFT correlators,adscftcorrespondence,AdS-CFT Correspondence
85050383385,Momentum space approach to crossing symmetric CFT correlators,conformalandwsymmetry,Conformal and W Symmetry
85050383385,Momentum space approach to crossing symmetric CFT correlators,conformalfieldtheory,Conformal Field Theory
85050919447,High-resolution melting analysis: A novel approach for clade differentiation in Pythium insidiosum and pythiosis,cladedifferentiation,clade differentiation
85050919447,High-resolution melting analysis: A novel approach for clade differentiation in Pythium insidiosum and pythiosis,highresolutionmelting,high-resolution melting
85044478927,Comprehensive 2D gas chromatography–time-of-flight mass spectrometry with 2D retention indices for analysis of volatile compounds in frankincense (Boswellia papyrifera),2dindexcalculation,2D index calculation
85044478927,Comprehensive 2D gas chromatography–time-of-flight mass spectrometry with 2D retention indices for analysis of volatile compounds in frankincense (Boswellia papyrifera),2dretentionstructure,2D retention structure
85044478927,Comprehensive 2D gas chromatography–time-of-flight mass spectrometry with 2D retention indices for analysis of volatile compounds in frankincense (Boswellia papyrifera),comprehensive2dgaschromatography,Comprehensive 2D gas chromatography
85044478927,Comprehensive 2D gas chromatography–time-of-flight mass spectrometry with 2D retention indices for analysis of volatile compounds in frankincense (Boswellia papyrifera),exactmasstofms,Exact mass TOFMS
85044478927,Comprehensive 2D gas chromatography–time-of-flight mass spectrometry with 2D retention indices for analysis of volatile compounds in frankincense (Boswellia papyrifera),isovolatility,Isovolatility
85044478927,Comprehensive 2D gas chromatography–time-of-flight mass spectrometry with 2D retention indices for analysis of volatile compounds in frankincense (Boswellia papyrifera),seconddimensionretentionindex,Second dimension retention index
85053213055,Height-Width Ratio of Proximal Femoral Epiphysis: Estimation of Lateral Pillar Involvement in Bilateral Perthes Disease,bilateral,bilateral
85053213055,Height-Width Ratio of Proximal Femoral Epiphysis: Estimation of Lateral Pillar Involvement in Bilateral Perthes Disease,heightwidthratio,height-width ratio
85053213055,Height-Width Ratio of Proximal Femoral Epiphysis: Estimation of Lateral Pillar Involvement in Bilateral Perthes Disease,lateralpillar,lateral pillar
85053213055,Height-Width Ratio of Proximal Femoral Epiphysis: Estimation of Lateral Pillar Involvement in Bilateral Perthes Disease,perthes,Perthes
85047400542,"Synthesis, spectroscopic characterization, single crystal X-ray analysis and DFT calculation of isomeric Cu(MR)2(β/γ-pic)2 complexes: First transition metal complexes of methyl red",copperii,Copper(II)
85047400542,"Synthesis, spectroscopic characterization, single crystal X-ray analysis and DFT calculation of isomeric Cu(MR)2(β/γ-pic)2 complexes: First transition metal complexes of methyl red",dftcalculation,DFT calculation
85047400542,"Synthesis, spectroscopic characterization, single crystal X-ray analysis and DFT calculation of isomeric Cu(MR)2(β/γ-pic)2 complexes: First transition metal complexes of methyl red",methylred,Methyl red
85047400542,"Synthesis, spectroscopic characterization, single crystal X-ray analysis and DFT calculation of isomeric Cu(MR)2(β/γ-pic)2 complexes: First transition metal complexes of methyl red",picoline,Picoline
85053423390,Clinical and functional studies of two novel variants in the LPL gene in subjects with severe hypertriglyceridemia,insertion,Insertion
85053423390,Clinical and functional studies of two novel variants in the LPL gene in subjects with severe hypertriglyceridemia,lpl,LPL
85053423390,Clinical and functional studies of two novel variants in the LPL gene in subjects with severe hypertriglyceridemia,lplactivity,LPL activity
85053423390,Clinical and functional studies of two novel variants in the LPL gene in subjects with severe hypertriglyceridemia,lplmass,LPL mass
85053423390,Clinical and functional studies of two novel variants in the LPL gene in subjects with severe hypertriglyceridemia,mutation,mutation
85164534650,"Emergence of novel porcine circovirus 2d strains in Thailand, 2019–2020",mutation,mutation
85053423390,Clinical and functional studies of two novel variants in the LPL gene in subjects with severe hypertriglyceridemia,novel,Novel
85054019175,CAMSAP3 maintains neuronal polarity through regulation of microtubule stability,axon,Axon
85054019175,CAMSAP3 maintains neuronal polarity through regulation of microtubule stability,camsap,CAMSAP
85054019175,CAMSAP3 maintains neuronal polarity through regulation of microtubule stability,microtubule,Microtubule
85054019175,CAMSAP3 maintains neuronal polarity through regulation of microtubule stability,neuronalpolarity,Neuronal polarity
85054019175,CAMSAP3 maintains neuronal polarity through regulation of microtubule stability,αtat1,αTAT1
85047622204,Conceptual design and life cycle assessment of decentralized power generation by HT-PEMFC system with sorption enhanced water gas shift loop,htpemfc,HT-PEMFC
85047622204,Conceptual design and life cycle assessment of decentralized power generation by HT-PEMFC system with sorption enhanced water gas shift loop,lifecycleassessment,life cycle assessment
85135832662,Lignin-first biorefining of Nordic poplar to produce cellulose fibers could displace cotton production on agricultural lands,lifecycleassessment,life cycle assessment
85047622204,Conceptual design and life cycle assessment of decentralized power generation by HT-PEMFC system with sorption enhanced water gas shift loop,sorptionenhancedwatergasshiftreactor,Sorption-enhanced water gas shift reactor
85044504794,Effect of sodium thiosulfate on arterial stiffness in end-stage renal disease patients undergoing chronic hemodialysis (Sodium Thiosulfate-Hemodialysis Study): A Randomized Controlled Trial,arterialstiffness,Arterial stiffness
85044504794,Effect of sodium thiosulfate on arterial stiffness in end-stage renal disease patients undergoing chronic hemodialysis (Sodium Thiosulfate-Hemodialysis Study): A Randomized Controlled Trial,cardioanklevascularindex,Cardio-ankle vascular index
85044504794,Effect of sodium thiosulfate on arterial stiffness in end-stage renal disease patients undergoing chronic hemodialysis (Sodium Thiosulfate-Hemodialysis Study): A Randomized Controlled Trial,coronaryarterycalcification,Coronary artery calcification
85044504794,Effect of sodium thiosulfate on arterial stiffness in end-stage renal disease patients undergoing chronic hemodialysis (Sodium Thiosulfate-Hemodialysis Study): A Randomized Controlled Trial,endstagerenaldisease,End-stage renal disease
85044504794,Effect of sodium thiosulfate on arterial stiffness in end-stage renal disease patients undergoing chronic hemodialysis (Sodium Thiosulfate-Hemodialysis Study): A Randomized Controlled Trial,hemodialysis,Hemodialysis
85044504794,Effect of sodium thiosulfate on arterial stiffness in end-stage renal disease patients undergoing chronic hemodialysis (Sodium Thiosulfate-Hemodialysis Study): A Randomized Controlled Trial,vascularcalcification,Vascular calcification
85056995413,Measurement of differential cross sections for Z boson production in association with jets in proton-proton collisions at √s=13TeV,crosssection,Cross section
85056995413,Measurement of differential cross sections for Z boson production in association with jets in proton-proton collisions at √s=13TeV,lhc,LHC
85056995413,Measurement of differential cross sections for Z boson production in association with jets in proton-proton collisions at √s=13TeV,proton,Proton
85056995413,Measurement of differential cross sections for Z boson production in association with jets in proton-proton collisions at √s=13TeV,standardmodel,Standard model
85056995413,Measurement of differential cross sections for Z boson production in association with jets in proton-proton collisions at √s=13TeV,zboson,Z boson
85054163150,"The effect of vitamin D2 supplementation on muscle strength in early postmenopausal women: a randomized, double-blind, placebo-controlled trial",25hydroxyvitamindlevel,25-hydroxyvitamin D level
85054163150,"The effect of vitamin D2 supplementation on muscle strength in early postmenopausal women: a randomized, double-blind, placebo-controlled trial",earlypostmenopausalwomen,early postmenopausal women
85054163150,"The effect of vitamin D2 supplementation on muscle strength in early postmenopausal women: a randomized, double-blind, placebo-controlled trial",ergocalciferol,ergocalciferol
85054163150,"The effect of vitamin D2 supplementation on muscle strength in early postmenopausal women: a randomized, double-blind, placebo-controlled trial",musclecrosssectionalarea,muscle cross-sectional area
85054163150,"The effect of vitamin D2 supplementation on muscle strength in early postmenopausal women: a randomized, double-blind, placebo-controlled trial",musclemass,muscle mass
85054163150,"The effect of vitamin D2 supplementation on muscle strength in early postmenopausal women: a randomized, double-blind, placebo-controlled trial",musclestrength,muscle strength
85054163150,"The effect of vitamin D2 supplementation on muscle strength in early postmenopausal women: a randomized, double-blind, placebo-controlled trial",vitamind2,Vitamin D2
85047194755,Feminising the workforce in ageing East Asia? The potential of skilled female labour in four advanced economies,femalelabourforceparticipation,Female labour force participation
85047194755,Feminising the workforce in ageing East Asia? The potential of skilled female labour in four advanced economies,laboursupply,Labour supply
85047194755,Feminising the workforce in ageing East Asia? The potential of skilled female labour in four advanced economies,populationageing,Population ageing
85142849542,"Effectiveness of a community-integrated intermediary care (CIIC) service model to enhance family-based long-term care for Thai older adults in Chiang Mai, Thailand: a cluster-randomized controlled trial TCTR20190412004",populationageing,Population ageing
85047194755,Feminising the workforce in ageing East Asia? The potential of skilled female labour in four advanced economies,projections,Projections
85046707176,Preparations for Old Age and Well-Being in Later Life in Thailand: Gender Matters?,financialsatisfaction,financial satisfaction
85046707176,Preparations for Old Age and Well-Being in Later Life in Thailand: Gender Matters?,lifesatisfaction,life satisfaction
85046707176,Preparations for Old Age and Well-Being in Later Life in Thailand: Gender Matters?,reflexiveretirementplanning,reflexive retirement planning
85056891474,Management of an outbreak of brucellosis in a multiple species ruminant farm in Malaysia,brucellosis,Brucellosis
85056891474,Management of an outbreak of brucellosis in a multiple species ruminant farm in Malaysia,multiplespecies,Multiple species
85056891474,Management of an outbreak of brucellosis in a multiple species ruminant farm in Malaysia,outbreak,Outbreak
