id,Organization,Literature
60098332,Pacific Rim Electrophysiology Research Institute,1
60033359,Kingston University,1
60138418,Pennsylvania Hospital,1
60113355,Pharmerit International,1
60106293,Jazan University,2
60104721,University of Pristina - Kosovska Mitrovica,1
60103673,Itä-Suomen yliopisto,1
60103003,NorthShore University HealthSystem,1
60101841,UCSI University,8
60072749,Qatar University,1
60072651,L-Università ta' Malta,1
60071929,Universidad de Costa Rica,1
60071347,The University of the West Indies,4
60070802,Gulf Medical University,1
60070785,Ajman University,1
60068774,Université Libanaise,1
60051534,Jordan University of Science and Technology,1
60043655,Applied Science Private University,1
60038812,Kuwait University,1
60032619,Université Laval,1
60032270,North Dakota State University,1
60031216,Johannes Gutenberg-Universität Mainz,4
60031004,The University of Queensland,7
60030840,Københavns Universitet,2
60030835,University of Alberta,7
60030736,King Faisal University,2
60030480,University of Bath,1
60029311,University of Southern California,5
60028343,Trinity Health Ann Arbor Hospital,1
60028333,UNSW Sydney,14
60027844,Universidad de Granada,1
60027708,Tehran University of Medical Sciences,2
60026688,Ohio Northern University,1
60025709,The University of Sydney,10
60025152,University of Cincinnati,1
60025063,KU Leuven,5
60024825,Universidade de Aveiro,3
60024438,University of North Texas,2
60023932,University of Technology Sydney,8
60023143,Tufts University,1
60022659,University of Connecticut,3
60022462,"University of New England, USA",1
60022020,University of Warwick,2
60021858,Uniwersytet Mikołaja Kopernika w Toruniu,1
60021255,UiT Norges Arktiske Universitet,1
60021143,West Virginia University,1
60020985,Universidade de Coimbra,2
60018934,Shahid Beheshti University of Medical Sciences,2
60018894,Monash University Malaysia,3
60017717,The University of North Carolina System,1
60017669,Kerman University of Medical Sciences,1
60017457,Kaiser Permanente,1
60017311,University of Otago,2
60017093,Presbyterian College,1
60016569,Chapman University,2
60016280,East Carolina University,1
60016187,"Faculdade de Farmácia, Universidade de Lisboa",1
60015867,Parkland Health &amp; Hospital System,1
60015578,Union University,1
60015543,University of Pittsburgh,2
60015345,Massachusetts College of Pharmacy and Health Sciences,1
60013791,University of Hawaiʻi at Mānoa,4
60013183,King Saud University,3
60012603,Ankara Üniversitesi,7
60012445,University of Utah Health,1
60012383,Gdanski Uniwersytet Medyczny,2
60011885,Robert Gordon University,1
60011832,Université de Sherbrooke,1
60011362,RMIT University,1
60010065,The University of Arizona,6
60009267,Kroger,1
60009091,Albany College of Pharmacy and Health Sciences,1
60008873,Salford Royal NHS Foundation Trust,2
60008408,University of Zagreb,2
60008088,Universidade de São Paulo,7
60007006,Frederiksberg Hospital,1
60006948,University of Split,1
60006848,Umm Al-Qura University,2
60006448,University of Lagos,1
60005558,Mayo Clinic,14
60005085,Marshall University,1
60004923,NC State University,2
60004655,Charles Darwin University,1
60004120,NHS Lothian,1
60003526,Boston Medical Center,2
60003079,Université Fédérale de Sergipe,1
60002558,Campbell University,1
60002494,Université McGill,2
60002476,Virginia Commonwealth University,1
60001997,Amsterdam UMC - Vrije Universiteit Amsterdam,2
60001821,Universiti Kebangsaan Malaysia,4
60001206,King Fahd Military Medical Complex,1
60000906,Universiti Sains Malaysia,6
60000112,University of East Anglia,1
60000018,School of Veterinary Medicine,4
123939020,University of California,1
122533100,University of Wisconsin,1
121639529,King Abdullah International M.R.C.,1
121639434,NHS South Sefton CCG,1
113210715,South Georgia Veterans Health System,1
113184918,Children's Hospital of Wisconsin,1
112891548,University of Tennessee,1
112573306,Accreditation Council for Pharmacy Education,1
110104324,Hospital Queen Elizabeth,1
110095472,Sports Medicine Association of Serbia,1
109499083,State University of Tetovo,1
107102905,University of the Sciences,1
107034699,University of Colorado,1
105675688,Navitus Health Solutions,1
60276478,Laboratory of Biochemistry,2
60025038,"University of California, Berkeley",4
60194539,"National Institute of Technology, Ariake College",1
60027762,Meijo University,7
60023307,Kyushu Sangyo University,2
60019511,Sugiyama Jogakuen University,2
60103626,Indian Institute of Science Education and Research Bhopal,58
60086558,Ozyegin University,58
60073812,Laboratori Nazionali di Legnaro,35
60069862,National Scientific and Educational Centre of Particle and High Energy Physics of the Belarusian State University,1
60055833,Universidad de Antioquia,59
60020486,University of Bern,58
60020484,Hacettepe Üniversitesi,58
60019963,Yıldız Teknik Üniversitesi,58
60010537,Fairfield University,1
105175607,"Istituto Nazionale di Fisica Nucleare, Roma",58
60031101,University of Cambridge,5
60030522,Smithsonian Tropical Research Institute,2
60084305,"Bogoliubov Laboratory of Theoretical Physics, Joint Institute for Nuclear Research",1
60070852,Byurakan Astrophysical Observatory,1
60070009,International Solvay Institute for Physics and Chemistry,3
60003303,Tokyo Medical and Dental University,2
126737151,Università G. Marconi (Roma),58
60013372,The University of Texas at Austin,2
60113434,Ho Chi Minh City University of Education,3
60078566,Viet Nam National University Ho Chi Minh City,8
60272065,Rajamangala University of Technology Rattanakosin,2
60272060,Rajamangala University of Technology Tawan-ok,6
60028378,Stockholms universitet,2
60273071,Institute of Earth Environment,1
60138680,Pilot National Laboratory for Marine Science and Technology,1
60092851,"Academia Sinica, Research Center for Environmental Changes",1
60029470,Commonwealth Scientific and Industrial Research Organisation,1
60028891,Chang'an University,2
60023539,Jackson School of Geosciences,2
60022422,Ocean University of China,3
60019499,Chinese Academy of Sciences,55
60018308,Xi'an Jiaotong University,3
60005322,Ruhr-Universitat Bochum,2
60003212,The University of Texas at San Antonio,1
60118735,University of Alkafeel,2
60021050,Barwon Health,35
60011189,"Faculty of Medicine Siriraj Hospital, Mahidol University",30
60014564,Oxford Brookes University,1
60030324,University of the Thai Chamber of Commerce,1
60176145,Norwich Research Park,2
60117964,"Kasetsart University, Kamphaeng Saen Campus",10
60070178,Emma Kinderziekenhuis,1
60030118,The Children's Hospital of Philadelphia,1
60019578,Monash University,69
60018207,Great Ormond Street Hospital for Children NHS Foundation Trust,1
60017129,Norfolk and Norwich University Hospitals NHS Foundation Trust,1
60017027,The Childen's Hospital at Montefiore,1
60012662,UCL Great Ormond Street Institute of Child Health,1
60009788,University of Iowa Carver College of Medicine,1
60002869,Sheffield Children's Hospital,1
60002143,"University of Otago, Christchurch",1
122919548,Schneider Children's Medical Center of Israel Petach Tikva,1
60199582,Center of Excellence on Petrochemical and Materials Technology,64
121768523,Associate Fellow of Royal Society of Thailand,4
106722670,Synchrotron Light Research Institute,3
60102538,Karlsruher Institut für Technologie,60
60072054,Escuela Politécnica Nacional,42
60032897,Universidad de Sonora,57
60027884,Sejong University,58
60024069,Tomsk Polytechnic University,47
60013120,Maharaj Nakhon Ratchasima Hospital,4
60028419,Universidad de Santiago de Compostela,2
60021361,Uniwersytet Jagielloński,2
60161449,Aichi Medical University School of Medicine,2
60119956,Seoul National University Cancer Research Institute,2
60116771,Japanese Data Center for Hematopoietic Cell Transplantation,1
60073385,National Taiwan University Hospital,7
60071075,University of Colombo Faculty of Medicine,1
60025252,Keio University School of Medicine,2
60022339,Dhaka Medical College and Hospital,1
60017958,Singapore General Hospital,8
60006541,The University of Hong Kong,8
60000653,"Christian Medical College, Vellore",5
122187391,St Vincent's Health Network Sydney,1
113566383,Yanda International Hospital,1
112643991,St. Luke’s Medical Center,1
112593878,Australasian Bone Marrow Transplant Recipient Registry (ABMTRR),1
109533661,National Institute of Blood Diseases and Bone Marrow Transplantation,1
106633468,Ampang Hospital,1
102026192,North Okkalapa General Hospital,1
100953433,Blood Transfusion and Hematology Hospital,1
60031226,Curtin University,2
112852037,University of Londrina,1
100840713,Pranangklao Hospital,1
60014471,Thailand National Metal and Materials Technology Center,15
60001884,"Ministry of Higher Education, Science, Research and Innovation",24
100386914,Faculty of Science,2
112649034,Synchrotron Light Research Institute (Public Organization),6
60024614,INSA Toulouse,1
60103781,Suan Sunandha Rajabhat University,13
101626399,Thai Microelectronics Center (TMEC),1
60208832,Institut Pluridisciplinaire Hubert Curien,59
60124549,State Key Laboratory of Nuclear Physics and Technology,58
60071074,University of Colombo,24
60068808,University of Montenegro,27
60020943,"National Research Centre ""Kurchatov Institute""",58
60017351,AGH University of Krakow,24
60016896,Tomsk State University,24
60013608,Eszterházy Károly Catholic University,24
60001873,Kyung Hee University,58
60027090,Virginia Polytechnic Institute and State University,4
60176038,Institute for Particle Physics Phenomenology,31
60112928,CSFNSM Centro Siciliano di Fisica Nuclear e Struttura della Materia,57
60109019,Shoolini University,58
60105986,Laboratoire Leprince-Ringuet,58
60104510,Şırnak University,56
60104500,Karamanoğlu Mehmetbey Üniversitesi,57
60029516,University of Hyderabad,58
60027363,University of Chinese Academy of Sciences,62
60026055,Hungarian University of Agriculture and Life Sciences,25
60019637,"Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente",36
60009160,Universidade Federal de Mato Grosso do Sul,23
60008757,Bethel University,57
60006726,Universidade Federal do Rio Grande do Sul,57
60004391,Thailand National Science and Technology Development Agency,20
60019953,UCL Queen Square Institute of Neurology,1
60004781,Ipsen,1
120609921,Gailtal-Klinik,1
113603454,Centro de Medicina de Reabilitaçãode Alcoitão,1
112609093,Santa Maria University Hospital,1
60190868,Rowe School of Business,1
60138776,"Sasin School of Management, Bangkok",20
60030528,Baruch College,3
60031888,Saint Petersburg State University,2
60007249,Universidade do Porto,4
60004737,Pécsi Tudományegyetem,3
113332380,Dev Care Foundation,1
60027625,Kansai University,4
60024895,Universitat fur Bodenkultur Wien,1
60194933,Chandrakasem Rajabhat University,4
60013698,Thailand Ministry of Education,5
60032499,Harvard T.H. Chan School of Public Health,5
60031780,Thai Red Cross Agency,45
60020661,University of Liverpool,14
60012921,Khon Kaen Regional Hospital,2
60010778,Queen Sirikit National Institute of Child Health,5
102066915,Chiangrai Prachanukroh Hospital,3
60272485,Kamnoetvidya Science Academy,1
60113988,"Primate Products, Inc",1
60072478,California National Primate Research Center,1
60025928,School of Life Sciences,2
60004683,Arizona State University West Campus,1
60011525,Thailand National Electronics and Computer Technology Center,7
60020524,Mae Fah Luang University,12
60017161,National University of Singapore,10
60033237,Hospital General Universitario Gregorio Marañón,1
60026695,UT Southwestern Medical Center,1
60026655,The Kirby Institute,7
60024099,Montefiore Medical Center,2
60020147,Washington DC VA Medical Center,1
60017336,National Institute of Allergy and Infectious Diseases (NIAID),3
60013223,School of Public Health,1
60010237,Food and Drug Administration,1
60008578,Henry Ford Hospital,1
60006564,Rigshospitalet,2
60136265,Arbor Research Collaborative for Health,3
60085801,Li Ka Shing Knowledge Institute,5
60031806,The University of Western Australia,2
60025258,Princess Alexandra Hospital,4
60020454,St James's University Hospital,2
60018916,Sir Mortimer B. Davis Jewish General Hospital,1
60011750,Auckland City Hospital,1
60006899,Monash Medical Centre,2
60002798,Chinese University of Hong Kong,8
60001361,University of Pittsburgh School of Medicine,15
60071491,University of the Philippines Diliman,2
60025065,Meiji Pharmaceutical University,3
60016965,The HIV Netherlands Australia Thailand Research Collaboration,24
60090708,Universiti Tunku Abdul Rahman,2
60010105,Asian Institute of Technology Thailand,5
119643476,Thai-Nichi Institute of Technology,1
123846419,King Moungkult's Institute of Technology,2
60101968,Zoological Institute of the Russian Academy of Sciences,2
60078085,Universiti Malaysia Terengganu,2
60011754,Auburn University,2
60011702,La Sierra University,1
122146400,Wild Earth Allies,1
112771173,Joint Russian-Vietnamese Tropical Research and Technological Center,1
60110787,Vidyasirimedhi Institute of Science and Technology,11
60018465,Yanshan University,7
60030788,Hiroshima University,7
60010413,Universiteit Hasselt,1
60007493,Universität Bonn,3
60104665,Université de Lille,1
60032114,Erasmus MC,4
60018869,Universiteit Maastricht,1
60006027,Universitair Medisch Centrum Groningen,2
60002483,Universiteit van Amsterdam,9
60024621,National Institute of Advanced Industrial Science and Technology,5
60015084,Thailand Institute of Scientific and Technological Research (TISTR),6
60245220,Chulabhorn Research Institute,5
60031126,Tokyo Institute of Technology,10
123581062,Advancing Engineering Consultants,1
60117770,"Department of Engineering, Lancaster University",1
60029738,Queen's University Belfast,1
60023238,Ångströmlaboratoriet,1
60007905,Malmö Högskola,1
60029929,Massachusetts General Hospital,11
60017994,Yale School of Medicine,3
60005856,Harvard School of Dental Medicine,1
60091516,Center of Excellence on Hazardous Substance Management,18
60025488,The University of Utah,7
60070269,Ispat General Hospital,1
60025770,Menzies School of Health Research,1
60021328,Churchill Hospital,2
60008530,Chittagong Medical College,1
60012461,Aoyama Gakuin University,1
60005038,Tokyo Metropolitan University,2
60071418,University of Medicine and Pharmacy at HCMC,6
60105169,AbbVie,1
60068698,Rural Development Administration,1
60022417,Chungnam National University,1
60004739,Chungbuk National University,2
60002877,Dankook University,1
108073040,Korea National College of Agriculture and Fisheries,1
101550574,"Genebiotech Co., Ltd.",1
60004582,King Abdulaziz University,32
60270122,Osaka Metropolitan University,3
60159954,PTT Exploration and Production Public Company Limited,3
60028186,Ecole Polytechnique Fédérale de Lausanne,59
108289754,Chumphae Hospital,1
60128861,"Key Lab of Energy Thermal Conversion and Control, Ministry of Education",1
60019533,Tianjin University,1
60012708,Stanford University,7
122160878,Newborn and Child Health Project,1
60030052,Institut National Polytechnique de Toulouse,1
60001091,INRAE Occitanie-Toulouse Centre,2
60022570,Lerdsin Hospital,5
60105348,Augusta University,5
60003771,The University of Manchester,3
60001193,Tongji Medical College,6
60029201,Chonburi Regional Hospital,3
60028340,Prapokklao Hospital,4
128801573,Saladaeng Physiotherapy Clinic,1
60009843,Indian Institute of Foreign Trade,1
60091528,Nakhonratchasima Rajabhat University,2
60026326,Suranaree University of Technology,12
60015550,"National Research Institute of Fisheries Science, FRA",1
60006321,Kitasato University,1
121157566,Samut Songkhram Marine Fisheries Research and Development Station,2
60010294,Cairo University,58
114197058,Şrnak University,56
60108382,University of Bonab,4
60073737,Zhongyuan University of Technology,1
60009119,Mahanakorn University of Technology,3
60030304,Lenox Hill Hospital,1
60024609,Indiana University-Purdue University Indianapolis,4
60021784,New York University,3
60021160,Cleveland Clinic Foundation,2
60019970,North Shore University Hospital,1
60012981,Icahn School of Medicine at Mount Sinai,8
60001844,Dartmouth-Hitchcock Medical Center,1
60002620,"Faculty of Medicine, Chulalongkorn University",443
122394554,Maritime Medicine Residency Training Centre,1
60018429,Gifu University,4
60199562,"School of Medicine, Mae Fah Luang University",1
60091569,Valaya Alongkorn Rajabhat University,2
60256997,INEE - Institut Écologie et Environnement,1
60199553,Adnan Kassar School of Business,1
60024779,University of Plymouth,1
60016437,Göteborgs Universitet,2
60014256,University of Tsukuba,4
60010365,The University of British Columbia,6
60002182,Mars Incorporated,1
122241914,Coral Guardian,1
122241564,National Environmental Management Authority (NEMA),1
109218960,International Atomic Energy Agency - Environment Laboratories,1
105250833,Intergovernmental Oceanographic Commission,1
60054128,Health Services Academy Islamabad,4
60026606,Max-Planck-Institut für Eisenforschung GmbH,2
60009358,Linköpings Universitet,3
60015887,"Faculty of Medicine Ramathibodi Hospital, Mahidol University",32
60121571,Joseph Ayo Babalola University,1
112599786,Sanitation Medical Academic Center,1
60085802,Keenan Research Centre for Biomedical Science,5
60030666,Oita University Hospital,1
60030210,Keele University,1
60029150,Sunnybrook Health Sciences Centre,1
60028421,University of Colorado School of Medicine,2
60016081,Harbor-UCLA Medical Center,1
115750926,DaVita HealthCare Partners Inc.,1
60011410,Worcester Polytechnic Institute,1
60032250,"Faculty of Medicine, Chiang Mai University",20
60091468,"Mahidol University, Faculty of Dentistry",5
60194927,Sakon Nakhon Rajabhat University,2
60072886,National University of Laos,3
60030267,Rajamangala University of Technology Thanyaburi (RMUTT),10
60029885,Sichuan Agricultural University,1
60029616,Aarhus Universitet,7
121918493,SEGES Danish Pig Research Centre,1
60079674,"Institute of Development Studies, Brighton",1
128726904,ESRC-funded STEPS Centre,1
60211264,Riken BRC Microbe Division (JCM),3
60026829,Mayo Medical School,1
60030801,Ubon Ratchathani University,8
114464048,Occupational Safety and Health Bureau,1
60025590,SLAC National Accelerator Laboratory,1
60022464,Chulabhorn Royal Academy,9
60071386,Can Tho University,3
112948332,Bangrak Sexually Transmitted Infections Center,1
60006183,Johns Hopkins Bloomberg School of Public Health,17
60024818,Nagoya University Hospital,1
60017018,Saint Michael's Hospital University of Toronto,6
60014217,Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo,2
60089631,COMSATS University Islamabad,4
118323392,Research to Policy Limited,1
60029760,Teikyo Heisei University,1
60009109,National Institute of Health Sciences Tokyo,3
60085927,L'Hôpital d'Ottawa,4
123929234,Institute of Physics,58
122238799,Institute for Theortical and Experimental Physics,58
122238580,Institute for Nucler Research,51
60011023,University of Kalyani,3
110274706,Dentaland Clinic,1
60017910,University of Ghana,3
60071885,Kwame Nkrumah University of Science &amp; Technology,1
60010799,Ahmadu Bello University,2
60015183,Keck School of Medicine of USC,2
60014443,HJF,6
60013227,Northwestern University Feinberg School of Medicine,5
60006081,Toyota Technological Institute,1
60091573,"Zoological Park Organization, Bangkok",2
60030112,National Zoological Park,1
123780487,Engineering Reward (Thailand) Co.,1
129314556,Borommaratchachonnani Srisataphat,5
60107781,Trường Đại học Công nghiệp thành phố Hồ Chí Minh,7
60020543,Bumrungrad International Hospital,20
60031261,Institut de Recerca I Technologia Agroalimentaries,2
60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,1
60019607,Universidad Autónoma de Tamaulipas,1
60014923,Universidad Autónoma Metropolitana,1
60007655,University of Prince Edward Island,1
101920189,King Mongkul's Institute of Technology Ladkrabang,2
60031069,KU Leuven– University Hospital Leuven,4
60012311,Karolinska Institutet,6
122553855,Denla Kindergarten,1
60103476,King Mongkuts University of Technology,5
60021938,Nakhon Pathom Rajabhat University,4
60068588,Koninklijk Belgisch Instituut voor Natuurwetenschappen,2
60122135,Zhenjiang First People's Hospital,1
60025111,The University of North Carolina at Chapel Hill,1
60018179,University of South Carolina,2
60001439,Pennsylvania State University,2
60253097,Osaka Institute of Public Health,1
60021272,Osaka University Hospital,2
60023997,Instituto Nacional de Infectologia Evandro Chagas (INI),2
60121699,The University of Sydney School of Medicine,1
60102127,Aix Marseille Université,1
60087823,National Center for Biotechnology Information (NCBI),1
60084490,PathWest Laboratory Medicine WA,1
60068592,"Scientific Institute of Public Health, Brussels",1
60032442,Universidad Nacional Autónoma de México,10
60030002,Field Museum of Natural History,1
60027136,Universidade Federal de Goiás,1
60022415,Universitat Rovira i Virgili,1
60020475,Universidade do Minho,3
60019967,Agriculture and Agri-Food Canada,1
60015706,University of the Free State,1
60010710,Faculty of Medicine and Health,3
60004437,Westmead Hospital,1
60003992,The Westmead Institute for Medical Research,1
60001772,"Institut Pasteur, Paris",1
60001472,Westerdijk Fungal Biodiversity Institute - KNAW,1
125919313,NSW Health Pathology,1
122923965,Biodiversity Institute,1
116269046,FABI,1
60009602,University of Limerick,1
60105844,Aspetar Orthopaedic and Sports Medicine Hospital,1
60089710,The University of Sydney School of Public Health,1
60080243,Optical Fibre Sensors Research Centre,2
60012448,Bangkok University,2
60112053,"Evidera, USA",1
60068762,American University of Beirut Medical Center,1
60030318,Università degli Studi di Milano,4
60021061,Aghia Sophia Children's Hospital,1
60019446,Celgene Corporation,1
60006463,Nathan S. Kline Institute for Psychiatric Research,1
109649107,NeuroCog Trials,1
108519513,ERT,1
101567793,Acceleron Pharma,1
60006514,Oklahoma State University,3
60021541,Royal Botanic Garden Edinburgh,1
60112735,HCMC University of Technology and Education,1
60109585,University of Architecture Ho Chi Minh City,1
60032609,Kameda Medical Center,3
60019702,University of Birmingham,2
60005034,Littlemore Mental Health Centre,1
107898082,Queen Savang Vadhana Memorial Hospital,1
60120612,FHI 360,1
60021658,Centers for Disease Control and Prevention,7
60008275,United States Agency for International Development,1
60018205,Xiamen University,4
60031913,Chang Gung Memorial Hospital,6
60073391,Chang Gung University College of Medicine,7
60161454,Graduate School of Medicine,1
60114221,University of Phayao,7
60069716,National Yang-Ming University Taiwan,3
60030588,Kyoto Prefectural University of Medicine,2
101412558,Chang Gung Memorial Hospital,1
60097308,"GlaxoSmithKline, USA",2
60170515,University Hospitals Bristol and Weston NHS Foundation Trust,2
60111446,GlaxoSmithKline Pharmaceuticals SA/NV,2
60004914,Instituto Nacional de Pediatría,1
60002634,University of Oxford Medical Sciences Division,3
122142458,Medical Care and Research SA de CV,1
116502249,Private Practice,1
101695716,Private Practice,1
101547033,Division of Nephrology,22
60171691,Faculty of Medicine,1
60006040,Hokkaido University Hospital,1
60171692,Graduate School of Medicine,2
60025639,Tokyo Women's Medical University,1
60017391,The Institute of Statistical Mathematics,2
60076774,Amity University,3
60025518,Al Qassim University,2
60004095,University of Lucknow,2
60006925,La Trobe University,1
60111262,Innovation et Développement dans l'Agriculture et l'Alimentation (Innovation),1
60031011,CIRAD,1
60069491,Zoological Survey of India,2
60069437,Museum Zoologicum Bogoriense,1
60031475,Savitribai Phule Pune University,2
60028423,Chengdu Institute of Biology Chinese Academy of Sciences,2
60003858,Uppsala Universitet,6
60002014,The Royal Institute of Technology (KTH),1
122780315,Science,10
60121975,Peking University Third Hospital,1
60121971,Peking University First Hospital,3
60071425,Binh Dan Hospital,1
60069383,Universitas Airlangga,4
60031325,National University Hospital,3
60021605,Veterans General Hospital-Kaohsiung Taiwan,1
60018642,Toho University,1
60017234,Chonnam National University Medical School,1
60013314,Veterans General Hospital-Taipei,4
60004269,Medical School of Pusan National University,1
112358232,Viet Duc University Hospital,1
100367376,Sanjukai Hospital,1
60016536,Michigan Technological University,6
125236841,Glass Bridge Company Limited,1
122733784,Shera Public Company Limited,1
60030769,Vanderbilt University Medical Center,4
60029931,Universitätsklinikum Erlangen,3
60027565,Columbia University Irving Medical Center,3
60023009,Penn Medicine,5
60020016,Klinikum der Universität Regensburg und Medizinische Fakultät,2
60017905,IRCCS Ospedale Pediatrico Bambino Gesù,2
60007474,City of Hope National Med Center,2
60005036,Universitätsklinikum Hamburg-Eppendorf,2
60002058,The Ohio State University Comprehensive Cancer Center,2
122388748,Research Network of NANOTEC-KU on Nanocatalyst and Nanomaterials for Sustainable Energy and Environment,7
124899076,ThaiHealth Promotion Foundation,16
101906766,True Corporation,1
60238175,"National Institute of Advanced Industrial Science and Technology, Shikoku",1
60027395,Kwansei Gakuin University,6
60021897,Sirindhorn College of Public Health,1
123068456,Occupational Health and Safety Unit,1
60006873,University of Nevada School of Medicine,1
60001769,"University of Nevada, Reno",2
60239307,Faculty of Veterinary Medicine,5
60218492,Faculty of Sciences,2
60032713,Animal Health Research Institute,2
60017412,University of Cincinnati College of Medicine,2
60015715,Faculty of Medicine,2
60073786,Penn State Great Valley,3
60014235,SUNY Oswego,1
60001921,National Institute of Development Administration,5
101335017,Securities and Exchange Commission (SEC) of Thailand,1
60117839,Ocean College Zhejiang University,2
60031419,Ningbo University,1
60022414,Wuhan University of Technology,2
60025984,WorldFish,1
60022237,Veterinærinstituttet,1
120195070,Pharmacy Council,1
60025702,St. Vincent's Hospital Sydney,1
60005506,Liverpool Hospital,1
60002875,Mahasarakham University,17
60026851,University of Oxford,8
60117158,SKKU Advanced Institute of Nano Technology,1
60018257,Sogang University,3
60022674,Electricity Generating Authority of Thailand,3
60004111,St Thomas' Hospital,1
60016691,Moorfields Eye Hospital NHS Foundation Trust,1
60013148,UCL Institute of Ophthalmology,1
112623587,International Specialist Eye Centre,1
60009885,Tokai University,1
60090694,School of Materials and Mineral Resources Engineering,3
60071845,Semey Medical University,1
60158097,Council for Nutritional and Environmental Medicine,1
60089309,"Razi Vaccine &amp; Serum Research Institute, Iran",1
60023386,Ovidius University of Constanta,1
60118549,Melbourne Medical School,1
60116524,Questrom School of Business,1
60115928,Ivey Business School,1
60015271,Melbourne Business School,1
60033100,Nanjing University,3
60017041,Niels Bohr Institutet,2
60001282,Universidad de Concepcion,1
60274668,National Astronomical Research Institute of Thailand,9
60106184,"Astrophysique, Instrumentation et Modélisation de Paris-Saclay",2
60091990,"Academia Sinica, Institute of Astronomy and Astrophysics",1
60032760,University of Hertfordshire,1
60029701,National Institutes of Natural Sciences - National Astronomical Observatory of Japan,1
60028717,Ludwig-Maximilians-Universität München,2
60022175,Durham University,2
60021561,Max Planck Institute for Extraterrestrial Physics,1
60021523,The Graduate University for Advanced Studies,3
60014313,University of Massachusetts Amherst,3
60011619,National Observatory of Athens,1
60011373,Technical University of Denmark,1
60009559,Anhui Normal University,1
60008158,Space Telescope Science Institute,1
60007671,Laboratoire d'Astrophysique de Marseille,1
60005667,École Normale Supérieure de Lyon,2
60001881,The University of Sheffield,1
60000275,Infrared Processing &amp; Analysis Center,1
124821061,Community Science and Data Center,1
60024266,Oak Ridge National Laboratory,2
60009668,Florida Gulf Coast University,2
60006173,University of Missouri,1
60013983,City University of Hong Kong,4
60008928,The Hong Kong Polytechnic University,2
60025577,Universiti Putra Malaysia,5
123865055,Synchrotron Light Research Institute,2
126474599,Nopparat Rajathanee Hospital,1
121115265,Phyathai 3 Hospital,1
109168253,Academy of Science,12
60014594,Academisch Centrum Tandheelkunde Amsterdam,1
60003970,Zhejiang University,58
60111668,Fauna &amp; Flora International,2
60068693,Korea Research Institute of Bioscience and Biotechnology,2
60004592,Prasat Neurological Institute,2
60019188,University of Texas at Tyler,4
106637080,Laboratório de Instrumentaço e Física Experimental de Partículas,58
60024025,Universität zu Köln,2
60199569,Mae Fah Luang University Hospital,2
60189720,UWA Medical School,3
122001689,LYSSA LLC,1
60104225,Jiangxi University of Science and Technology,2
60017060,Central South University,3
60027485,Institute for Advanced Studies,1
60000305,Case Western Reserve University,4
60122389,Zhongnan Hospital of Wuhan University,1
60068590,Universitair Ziekenhuis Gent,2
60030440,Cincinnati Children's Hospital Medical Center,1
60029278,The University of Chicago,2
60028760,Royal Surrey County Hospital,1
60027086,The University of Alabama at Birmingham,1
60025304,Ospedale San Bortolo,2
60022756,Washington University School of Medicine in St. Louis,2
60021435,Barts and The London School of Medicine and Dentistry,2
60021097,University of Surrey,2
60018139,Hopital Edouard Herriot,1
60016782,Brigham and Women's Hospital,1
60012769,Mailman School of Public Health,1
60012651,Baystate Medical Center,1
60011805,Hospital Universitari de Bellvitge,2
60011605,Vagelos College of Physicians and Surgeons,2
60008877,University of Dundee,1
60008248,"Universitätsklinikum Gießen und Marburg, Standort Gießen",1
60008222,Medizinische Universitat Innsbruck,3
60006490,Universitätsklinikum Münster,2
60005518,Guy's and St Thomas' NHS Foundation Trust,10
60002573,Radboud University Medical Center,2
60002339,Emory University School of Medicine,3
123846488,Clínica de Doenças Renais de Brasília,1
106208652,Academy of Science,56
60019636,"Universitätsspital Zürich, Klinik für Neurologie",1
117155925,RehaClinic Bad Zurzach,1
60005281,"National Heart, Lung, and Blood Institute (NHLBI)",5
60109179,Centre de Nanosciences et de Nanotechnologies,1
60072485,"Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",1
60032838,Stanford University School of Medicine,5
60024399,Medical College of Georgia,1
60192973,Biodiversity Institute of Ontario,2
60085177,Museum and Institute of Zoology of the Polish Academy of Sciences,1
60032678,Naturalis Biodiversity Center,1
60015235,"Landcare Research, Auckland",2
60009512,The University of Adelaide,2
60006552,National Museums of Scotland,1
60000964,Université de Liège,1
60013425,École polytechnique,58
121575612,Fiber Resource Energy Cooporation Ltd,2
60005837,University of Houston,2
60199573,"Faculty of Tropical Medicine, Mahidol University",22
106747479,Mandalay General Hospital,1
60032964,Texas Tech University Health Sciences Center at Lubbock,1
60097365,A.N. Severtsov Institute of Ecology and Evolution Russian Academy of Sciences,2
60018013,Maejo University,6
122671901,Inland Fisheries Research and Development Institute (IFReDI),1
105290844,Thailand Institute of Nuclear Technology,1
60001385,Dhurakij Pundit University,4
112667243,Area88 Plastic Surgery Clinic,1
60000762,Humboldt-Universität zu Berlin,3
60014340,SRM Institute of Science and Technology,3
60068761,American University of Beirut,2
60059937,National University of Sciences and Technology Pakistan,3
120533208,University of Chitral,1
115008182,Ng Teng Fong General Hospital,1
116390586,Gerstel LLP,1
100861967,Office of the Prime Minister,1
124142126,University Patum Thani,1
