id,Organization,Country
105175607,"Istituto Nazionale di Fisica Nucleare, Roma",Italy
126737151,Università G. Marconi (Roma),Italy
60112928,CSFNSM Centro Siciliano di Fisica Nuclear e Struttura della Materia,Italy
60019637,"Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente",Italy
112609093,Santa Maria University Hospital,Italy
60030318,Università degli Studi di Milano,Italy
60017905,IRCCS Ospedale Pediatrico Bambino Gesù,Italy
60025304,Ospedale San Bortolo,Italy
60023256,Politecnico di Milano,Italy
60083756,Azienda Ospedaliera Brotzu,Italy
60016041,Istituto Giannina Gaslini,Italy
60032256,Università degli Studi di Verona,Italy
126240101,Gubbio-Gualdo Tadino Hospital,Italy
118337529,Association “Naso Sano” Onlus,Italy
60082961,Eurac Research,Italy
60009914,Free University of Bozen-Bolzano,Italy
126424179,Saint Christophe,Italy
107273783,Forest Services,Italy
60004591,Università degli Studi di Modena e Reggio Emilia,Italy
60111308,Azienda Ospedaliera - Universitaria Città della Salute e della Scienza di Torino,Italy
60103303,Istituto Oncologico Veneto IOV - IRCCS,Italy
60031423,IRCCS Centro Di Riferimento Oncologico Aviano,Italy
60030442,Istituto Europeo di Oncologia,Italy
60023516,IRCCS Ospedale San Raffaele,Italy
125879938,Intergruppo Italiano Linfomi,Italy
100322092,Grande Ospedale Metropolitano Bianchi-Melacrino-Morelli,Italy
60023757,General Hospital Sveti Duh,Croatia
60018368,Sveučilište Josipa Jurja Strossmayera u Osijeku,Croatia
60009702,Hrvatska akademija znanosti i umjetnosti,Croatia
60196721,"Faculty of Science, University of Split",Croatia
60077678,"Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split",Croatia
60000961,Institut Ruđer Bošković,Croatia
60008408,University of Zagreb,Croatia
60006948,University of Split,Croatia
60026365,Faculty of Science,Egypt
60274446,College of Engineering and Technology,Egypt
60024697,Faculty of Medicine,Egypt
60216969,College of Science,Egypt
60014713,National Organization for Drug Control and Research Egypt,Egypt
60014618,National Research Centre,Egypt
129124250,Directorate of Veterinary Medicine,Egypt
60115114,"Academy of Scientific Research &amp; Technology, Cairo",Egypt
60104710,Suez University,Egypt
60029258,Helwan University,Egypt
60023356,The British University in Egypt,Egypt
60104893,Zewail City of Science and Technology,Egypt
60027423,Fayoum University,Egypt
60016618,Ain Shams University,Egypt
60012022,Mansoura University,Egypt
60010294,Cairo University,Egypt
60239307,Faculty of Veterinary Medicine,Egypt
60218492,Faculty of Sciences,Egypt
60032713,Animal Health Research Institute,Egypt
60015715,Faculty of Medicine,Egypt
60030271,National Institute of Oceanography and Fisheries,Egypt
60239261,Faculty of Science,Egypt
60273131,Faculty of Science,Egypt
60007253,"Arab Academy for Science, Technology and Maritime Transport",Egypt
60274385,Faculty of Dentistry,Egypt
60013463,Politechnika Krakowska,Poland
60009081,Silesian University of Technology,Poland
60086650,Institute of Genetics and Animal Biotechnology of the Polish Academy of Sciences,Poland
60085627,Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie,Poland
60021323,Jagiellonian University Medical College,Poland
60008555,Politechnika Poznanska,Poland
60082121,Kazimierz Wielki University in Bydgoszcz,Poland
60024421,Uniwersytet Warminsko-Mazurski w Olsztynie,Poland
60011671,Instytut Psychologii Polskiej Akademii Nauk,Poland
60085172,"Ministerstwo Zdrowia, Poland",Poland
60113625,"Narodowe Centrum Badań Jądrowych, Otwock",Poland
60013756,University of Warsaw,Poland
60003675,Politechnika Warszawska,Poland
60021858,Uniwersytet Mikołaja Kopernika w Toruniu,Poland
60012383,Gdanski Uniwersytet Medyczny,Poland
60021361,Uniwersytet Jagielloński,Poland
60017351,AGH University of Krakow,Poland
60085177,Museum and Institute of Zoology of the Polish Academy of Sciences,Poland
60006651,Medical University of Lodz,Poland
60008931,University of Lodz,Poland
60016104,Lodz University of Technology,Poland
60027337,Henryk Niewodniczanski Institute of Nuclear Physics of the Polish Academy of Sciences,Poland
60000995,Institute of Pharmacology of the Polish Academy of Sciences,Poland
60021348,Hasheminejad Kidney Center,Iran
60111398,"Islamic Azad University, Shahr-e-Rey Branch",Iran
60109766,Quchan University of Technology,Iran
60120280,Neurosciences Research Center,Iran
60204351,School of Medicine,Iran
60008235,Shahid Sadoughi University of Medical Sciences,Iran
60105242,"Islamic Azad University, Science and Research Branch",Iran
60028174,Isfahan University of Technology,Iran
60017853,Iranian Research Institute for Fundamental Sciences,Iran
60000159,Yazd University,Iran
60027708,Tehran University of Medical Sciences,Iran
60018934,Shahid Beheshti University of Medical Sciences,Iran
60017669,Kerman University of Medical Sciences,Iran
60108382,University of Bonab,Iran
60089309,"Razi Vaccine &amp; Serum Research Institute, Iran",Iran
60108504,"University of Science and Technology of Mazandaran, Behshahr",Iran
60027666,Sharif University of Technology,Iran
60022425,Birjand University of Medical Sciences,Iran
60006622,University of Tabriz,Iran
60009761,Ege University Medical School,Turkey
60029611,TOBB University of Economics and Technology,Turkey
60023033,Adnan Menderes Üniversitesi,Turkey
60104513,Muş Alparslan Üniversitesi,Turkey
60079638,Recep Tayyip Erdogan University,Turkey
60198721,Izmir Bakircay University,Turkey
60193849,Samsun University,Turkey
60008991,Sabancı Üniversitesi,Turkey
60002278,Çukurova Üniversitesi Tip Fakültesi,Turkey
60071323,Eastern Mediterranean University,Turkey
60029111,Kadir Has Üniversitesi,Turkey
60014248,Selçuk Tip Fakültesi,Turkey
60104518,Necmettin Erbakan Üniversitesi,Turkey
60104511,Sinop Üniversitesi,Turkey
60104504,Pîrî Reis Üniversitesi,Turkey
60104503,İstanbul Aydın Üniversitesi,Turkey
60104485,Bingöl Üniversitesi,Turkey
60086192,Adiyaman Üniversitesi,Turkey
60079641,Erzincan Binali Yıldırım Üniversitesi,Turkey
60032587,Çukurova Üniversitesi,Turkey
60027981,Marmara Üniversitesi,Turkey
60022002,İstanbul Teknik Üniversitesi,Turkey
60021733,Çağ Üniversitesi,Turkey
60016377,Tokat Gaziosmanpaşa Üniversitesi,Turkey
60014208,Kafkas Üniversitesi,Turkey
60012119,T.C. Beykent Üniversitesi,Turkey
60009715,Istanbul Bilgi Üniversitesi,Turkey
60009024,Izmir Yüksek Teknoloji Enstitüsü,Turkey
60008377,Mersin Üniversitesi,Turkey
60005803,Boğaziçi Üniversitesi,Turkey
60004305,Middle East Technical University (METU),Turkey
60003744,Mimar Sinan Güzel Sanatlar Üniversitesi,Turkey
60028502,Istanbul Üniversitesi,Turkey
60012603,Ankara Üniversitesi,Turkey
60086558,Ozyegin University,Turkey
60020484,Hacettepe Üniversitesi,Turkey
60019963,Yıldız Teknik Üniversitesi,Turkey
60104510,Şırnak University,Turkey
60104500,Karamanoğlu Mehmetbey Üniversitesi,Turkey
114197058,Şrnak University,Turkey
60102459,Burdur Mehmet Akif Ersoy Üniversitesi,Turkey
60204070,Milli Savunma Üniversitesi,Turkey
60193845,Konya Technical University,Turkey
60117280,Istanbul University-Cerrahpasa,Turkey
60003217,Erciyes Üniversitesi,Turkey
124801680,Bozok Universitetesi Rektörlügü,Turkey
60198715,University of Health Sciences,Turkey
60104438,Istanbul Medeniyet University,Turkey
60022028,Ege Üniversitesi,Turkey
60012324,İstanbul Tıp Fakültesi,Turkey
60193847,Tarsus University,Turkey
126866768,Şosrnak University,Turkey
60104413,Bezmiâlem Vakıf Üniversitesi,Turkey
60109815,Polissia National University,Ukraine
60023137,Taras Shevchenko National University of Kyiv,Ukraine
60104365,Institute for Scintillation Materials of NAS of Ukraine,Ukraine
60008794,National Science Center Kharkov Institute of Physics and Technology,Ukraine
60002963,Universitat Salzburg,Austria
60110569,Institut für Chemische Verfahrenstechnik und Umwelttechnik,Austria
60109393,Wittgenstein Centre for Demography and Global Human Capital,Austria
60112014,"MedAustron, Austria",Austria
60005035,Ludwig Boltzmann Institute,Austria
60022457,Universität Graz,Austria
60004038,Donau-Universität Krems,Austria
60101944,Stefan-Meyer-Institut für Subatomare Physik,Austria
60025205,Institut fur Hochenergiephysik,Austria
60018163,Technische Universität Wien,Austria
60021931,Johannes Kepler University Linz,Austria
60009999,Universität Innsbruck,Austria
120609921,Gailtal-Klinik,Austria
60024895,Universitat fur Bodenkultur Wien,Austria
60008222,Medizinische Universitat Innsbruck,Austria
60025988,Universität Wien,Austria
60014976,Paracelsus Medizinische Privatuniversitat,Austria
60011394,Medizinische Universität Wien,Austria
60106481,"Medizinische Universitat Wien, Zentrum für Pathophysiologie, Infektiologie und Immunologie",Austria
60092031,"Central European Cooperative Oncology Group, Austria",Austria
60026496,Bundesforschungszentrum für Wald,Austria
60113885,"Hamad Bin Khalifa University, College of Science and Engineering",Qatar
60072753,Texas A&amp;M University at Qatar,Qatar
60072749,Qatar University,Qatar
60105844,Aspetar Orthopaedic and Sports Medicine Hospital,Qatar
60072059,Universidad San Francisco de Quito,Ecuador
60072054,Escuela Politécnica Nacional,Ecuador
60272255,Universidad Agraria del Ecuador,Ecuador
114492968,Instituto Nacional de Investigación en Salud Pública (INSPI),Ecuador
100857614,Ministerio de Salud Pública del Ecuador,Ecuador
60108604,Universidad Nacional de Chimborazo,Ecuador
121912446,Tbilisi-State-University-Tbilisi,Georgia
60071909,Ivane Javakhishvili Tbilisi State University,Georgia
60071901,Georgian Technical University,Georgia
121353725,ARENSIA Exploratory Medicine LLC,Georgia
60104463,Ilia State University (ISU),Georgia
60071912,Tbilisi State Medical University,Georgia
60071504,University of Puerto Rico School of Medicine,Puerto Rico
60071533,Recinto Universitario de Mayagüez,Puerto Rico
60139025,The Cyprus Institute,Cyprus
60104395,Uluslararası Kıbrıs Üniversitesi,Cyprus
60071343,University of Cyprus,Cyprus
60006471,Yakın Doğu Üniversitesi,Cyprus
60097294,University of Sri Jayewardenepura,Sri Lanka
60071108,Medical Research Institute Colombo,Sri Lanka
60071076,University of Ruhuna,Sri Lanka
60071075,University of Colombo Faculty of Medicine,Sri Lanka
60071074,University of Colombo,Sri Lanka
127891320,Deepwell Drilling Technologies (PVT) Ltd,Sri Lanka
124281640,General Sir John Kotelawela University,Sri Lanka
60071086,"Eastern University, Sri Lanka",Sri Lanka
60078079,Rajarata University of Sri Lanka,Sri Lanka
60071046,Institute of Electronics and Computer Science Latvia,Latvia
60071043,Latvijas Universitāte,Latvia
60071057,Riga Technical University,Latvia
60070851,Yerevan State University,Armenia
60070862,Yerevan Physics Institute,Armenia
60070852,Byurakan Astrophysical Observatory,Armenia
60107746,Gerald and Patricia Turpanjian School of Public Health,Armenia
114673248,Nork Clinical Hospital of Infectious Diseases,Armenia
60068891,Tartu Ülikooli Kliinikum,Estonia
60068857,"National Institute of Chemical Physics and Biophysics, Tallinn",Estonia
127132179,Institute for Medicinal Plants Research “Dr. Josif Pančić”,Serbia
60068801,University of Novi Sad,Serbia
122280478,Saints Cyril and Methodius University of Skopje,Serbia
60068815,University of Belgrade,Serbia
60068792,Institut za Nuklearne Nauke Vinca,Serbia
60104721,University of Pristina - Kosovska Mitrovica,Serbia
110095472,Sports Medicine Association of Serbia,Serbia
60068806,University of Niš,Serbia
114252876,Alfa BK University,Serbia
112573778,Institute of Agricultural Economics,Serbia
60017862,North-Western State Medical University named after I.I. Mechnikov,Russian Federation
60002685,Pavlov University,Russian Federation
121435133,Bulgaria Academy of Sciences,Russian Federation
60109875,"Institute of Psychology, Russian Academy of Sciences",Russian Federation
60103702,Ural Federal University,Russian Federation
60117973,Federal Center of Brain Research and Neurotechnologies of the FMBA of Russia,Russian Federation
60103893,Research Center of Neurology,Russian Federation
125183889,Division of Country Health Programme,Russian Federation
60072267,"Far Eastern Branch, Russian Academy of Sciences",Russian Federation
60068675,Institut fiziki vysokikh energii,Russian Federation
60068673,National Research Nuclear University MEPhI,Russian Federation
60031546,Institute for Nuclear Research of the Russian Academy of Sciences,Russian Federation
60023579,Budker Institute of Nuclear Physics of the Siberian Branch of the RAS,Russian Federation
60018710,Alikhanov Institute for Theoretical and Experimental Physics,Russian Federation
60017103,Peter the Great St. Petersburg Polytechnic University,Russian Federation
60014977,Petersburg Nuclear Physics Institute (PNPI),Russian Federation
60009114,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Russian Federation
60007457,Lomonosov Moscow State University,Russian Federation
60004764,"Joint Institute for Nuclear Research, Dubna",Russian Federation
60002049,Novosibirsk State University,Russian Federation
60000308,Moscow Institute of Physics and Technology,Russian Federation
60084305,"Bogoliubov Laboratory of Theoretical Physics, Joint Institute for Nuclear Research",Russian Federation
60024069,Tomsk Polytechnic University,Russian Federation
60020943,"National Research Centre ""Kurchatov Institute""",Russian Federation
60016896,Tomsk State University,Russian Federation
60031888,Saint Petersburg State University,Russian Federation
60101968,Zoological Institute of the Russian Academy of Sciences,Russian Federation
122238799,Institute for Theortical and Experimental Physics,Russian Federation
122238580,Institute for Nucler Research,Russian Federation
60072485,"Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",Russian Federation
60097365,A.N. Severtsov Institute of Ecology and Evolution Russian Academy of Sciences,Russian Federation
126722890,Smorodintsev Research Institute of Influenza,Russian Federation
117733206,Novartis Pharma LLC,Russian Federation
113139706,"Dmitriy Rogachev National Center for Pediatric Hematology, Oncology and Immunology",Russian Federation
60103885,Sukachev Institute of Forest of the Siberian Branch of the RAS,Russian Federation
60075346,Siberian Federal University,Russian Federation
60071299,Skryabin Institute of Biochemistry and Physiology of Microorganisms,Russian Federation
60066596,University of Balochistan,Pakistan
60053707,University of the Punjab,Pakistan
60268770,The University of Haripur,Pakistan
60089669,University of Malakand,Pakistan
60058195,"International Islamic University, Islamabad",Pakistan
60035853,Pakistan Institute of Nuclear Science and Technology,Pakistan
112938493,Sir Syed College of Medical Sciences for Girls,Pakistan
60055350,Liaquat University of Medical and Health Sciences,Pakistan
60070604,Air University Islamabad,Pakistan
60212767,"COMSATS University Islamabad, Sahiwal Campus",Pakistan
126217869,COMSATS University Islamabad,Pakistan
100978498,Government of Pakistan,Pakistan
60078212,"University of Agriculture, Faisalabad",Pakistan
124781560,Directorate of Commerce Education and Management Sciences,Pakistan
60089655,"Institute of Space Technology, Islamabad",Pakistan
60064058,Quaid-i-Azam University,Pakistan
109533661,National Institute of Blood Diseases and Bone Marrow Transplantation,Pakistan
60054128,Health Services Academy Islamabad,Pakistan
60089631,COMSATS University Islamabad,Pakistan
60059937,National University of Sciences and Technology Pakistan,Pakistan
120533208,University of Chitral,Pakistan
60105219,Information Technology University,Pakistan
60103839,University of Central Punjab,Pakistan
60042311,Lahore University of Management Sciences,Pakistan
60052016,The Aga Khan University,Pakistan
60056782,National Institute of Health Pakistan,Pakistan
60067302,The Aga Khan University Hospital,Pakistan
60043218,Ziauddin Medical University,Pakistan
60064178,The Aga Khan University Medical College,Pakistan
60061193,Institute for Nuclear Problems of Belarusian State University,Belarus
60069862,National Scientific and Educational Centre of Particle and High Energy Physics of the Belarusian State University,Belarus
60059987,Vilniaus Universitetas,Lithuania
60040006,Hospital Universitario San Ignacio,Colombia
60106299,Universidad Manuela Beltrán,Colombia
60105245,Fundación Universitaria Konrad Lorenz,Colombia
60107234,Fundación Universitaria del Área Andina,Colombia
60052106,"Universidad de Los Andes, Colombia",Colombia
60055833,Universidad de Antioquia,Colombia
60109272,Fundación Valle del Lili,Colombia
60087109,Universidad de La Sabana,Colombia
60087081,"Hospital Militar Central, Bogota",Colombia
127013726,Hospital de Montevideo,Colombia
127013312,Hospital Susana López de Valencia E.S.E.,Colombia
112738893,Instituto Roosevelt,Colombia
101517523,Clínica Infantil Colsubsidio,Colombia
60257190,Universidad de la Amazonia,Colombia
126424615,Florencia,Colombia
60121260,"Departement Chronische Ziekten, Metabolisme en Veroudering",Belgium
60069985,Universitair Ziekenhuis Brussel,Belgium
60121202,Departement Beeldvorming &amp; Pathologie,Belgium
60033316,Universiteit Gent,Belgium
60026810,Vrije Universiteit Brussel,Belgium
60012937,Universiteit Antwerpen,Belgium
60000874,Université Catholique de Louvain,Belgium
60000145,Université Libre de Bruxelles,Belgium
60010758,Université de Mons,Belgium
60025063,KU Leuven,Belgium
60070009,International Solvay Institute for Physics and Chemistry,Belgium
60010413,Universiteit Hasselt,Belgium
60031069,KU Leuven– University Hospital Leuven,Belgium
60068588,Koninklijk Belgisch Instituut voor Natuurwetenschappen,Belgium
60068592,"Scientific Institute of Public Health, Brussels",Belgium
60111446,GlaxoSmithKline Pharmaceuticals SA/NV,Belgium
60068590,Universitair Ziekenhuis Gent,Belgium
60000964,Université de Liège,Belgium
60015045,Brussels School of International Studies,Belgium
122526061,Acute Therapies Global,Belgium
123111463,Monnet Research Center,Belgium
60068618,"Ghent University, Laboratory of Microbiology",Belgium
60009149,Instituto Nacional de la Nutrición Salvador Zubiran,Mexico
60011167,Universidad de Monterrey,Mexico
60007966,Tecnológico de Monterrey,Mexico
100465802,Universidad Politécnica de Pachuca,Mexico
117986824,Hospital H+ Querétaro,Mexico
60116188,EGADE Business School,Mexico
60031120,Universidad de las Américas Puebla,Mexico
60031335,Universidad Autónoma de San Luis Potosí,Mexico
60027998,Consejo Nacional de Ciencia y Tecnologia Mexico,Mexico
60024830,Benemerita Universidad Autonoma de Puebla,Mexico
60017323,Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional,Mexico
60011923,Universidad Iberoamericana,Mexico
60032897,Universidad de Sonora,Mexico
60024080,Universidad Autónoma Metropolitana Unidad Cuajimalpa,Mexico
60019607,Universidad Autónoma de Tamaulipas,Mexico
60014923,Universidad Autónoma Metropolitana,Mexico
60032442,Universidad Nacional Autónoma de México,Mexico
60004914,Instituto Nacional de Pediatría,Mexico
122142458,Medical Care and Research SA de CV,Mexico
60121765,El Colegio de la Frontera Sur,Mexico
60172289,Universidad Nacional Autónoma de México Campus Morelos,Mexico
60017903,Centro de Investigacion en Alimentacion y Desarrollo,Mexico
60032816,Universidad Michoacana de San Nicolás de Hidalgo,Mexico
60030699,Instituto Nacional de Astrofisica Optica y Electronica,Mexico
60027135,Universidad Autónoma del Estado de Hidalgo,Mexico
60019176,Instituto Politécnico Nacional,Mexico
60016888,Universidad Autónoma de Chiapas,Mexico
60008943,Universidad de Guadalajara,Mexico
126141395,Universidad Politecnica de Pachuca,Mexico
60015438,El Colegio de la Frontera Sur,Mexico
60007179,Instituto de Ciencias Nucleares de la UNAM,Mexico
114633736,Universidad Politecnica de Pachuca,Mexico
60024712,"Instituto de Ecología, A.C.",Mexico
60101794,Maanmittauslaitos,Finland
60032398,University of Jyväskylä,Finland
60030168,Helsinki Institute of Physics,Finland
60014304,LUT University,Finland
60002952,Helsingin Yliopisto,Finland
60006876,Turun yliopisto,Finland
60103673,Itä-Suomen yliopisto,Finland
107916246,Faculty of Medicine,Brazil
60010253,Universidade do Extremo Sul Catarinense,Brazil
118781700,Universidade La Salle,Brazil
60104383,Instituto D'Or de Pesquisa e Ensino,Brazil
116700765,Ayrton Senna Institute,Brazil
60002175,Universidade do Estado do Amazonas,Brazil
60017841,Universidade Federal de Lavras,Brazil
60015440,Universidade de Fortaleza,Brazil
112568546,São José do Rio Preto Medical School,Brazil
60032361,Pontifícia Universidade Católica do Rio de Janeiro,Brazil
60069644,Hospital Nossa Senhora da Conceicao,Brazil
60030074,Universidade Federal de Minas Gerais,Brazil
60015760,Pontifícia Universidade Católica do Rio Grande do Sul,Brazil
126812400,University Center ICESP,Brazil
60011324,Universidade Federal da Paraíba,Brazil
60003865,Universidade Catolica de Goias,Brazil
60069372,Hospital Moinhos de Vento,Brazil
60271620,Universidade Federal do Sul da Bahia,Brazil
60029570,Universidade Estadual de Campinas,Brazil
60014598,Universidade Federal de Pelotas,Brazil
60008132,Centro Brasileiro de Pesquisas Físicas,Brazil
60006028,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Brazil
60005499,Universidade do Estado do Rio de Janeiro,Brazil
60001430,Universidade Federal do ABC,Brazil
60014992,Universidade Federal de São Paulo,Brazil
60020457,Universidade Federal do Ceará,Brazil
60027866,Universidade Estadual de Londrina,Brazil
60008088,Universidade de São Paulo,Brazil
60003079,Université Fédérale de Sergipe,Brazil
112852037,University of Londrina,Brazil
60009160,Universidade Federal de Mato Grosso do Sul,Brazil
60006726,Universidade Federal do Rio Grande do Sul,Brazil
60014217,Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo,Brazil
60023997,Instituto Nacional de Infectologia Evandro Chagas (INI),Brazil
60027136,Universidade Federal de Goiás,Brazil
123846488,Clínica de Doenças Renais de Brasília,Brazil
60013710,Universidade Federal da Bahia,Brazil
60032751,Universidade Paulista,Brazil
60021606,Universidade Estadual do Ceará,Brazil
60005896,Hospital Sirio-Libanês,Brazil
60069348,Hospital Infantil Pequeño Principe,Brazil
60069336,Instituto Materno Infantil de Pernambuco,Brazil
60026004,Fundacao Oswaldo Cruz,Brazil
60017931,Ministério da Saúde,Brazil
60015043,Universidade Federal do Parana,Brazil
60014120,Hospital de Clinicas de Porto Alegre,Brazil
112841215,Health Secretariat of the City of Belo Horizonte,Brazil
101481311,Hospital Infantil Sabará,Brazil
107871032,BD Biosciences,Brazil
60001084,Instituto de Botânica de Sao Paulo,Brazil
126135945,Brazilian Platform on Biodiversity and Ecosystem Services (BPBES),Brazil
60069946,Hospital Samaritano,Brazil
60067083,School of Medicine,Greece
60032307,Hellenic Mediterranean University,Greece
60001524,University of Crete,Greece
60028900,National and Kapodistrian University of Athens,Greece
60004716,University of Ioannina,Greece
60002947,National Technical University of Athens,Greece
60001104,"National Centre for Scientific Research ""DEMOKRITOS""",Greece
60021061,Aghia Sophia Children's Hospital,Greece
60011619,National Observatory of Athens,Greece
60069203,Athens University Dental School,Greece
60012736,"Kosin University, College of Medicine",South Korea
60092864,Daegu Gyeongbuk Institute of Science and Technology,South Korea
60068691,Asan Medical Center,South Korea
60009387,"Dongguk University, Seoul",South Korea
60024843,Kyungpook National University Hospital,South Korea
60012684,Kunsan National University,South Korea
60001558,Electronics and Telecommunications Research Institute,South Korea
60014156,Soongsil University,South Korea
60016728,Yonsei University College of Medicine,South Korea
128494278,Seoul Top Spine Hospital,South Korea
60025960,Korea Institute of Science and Technology,South Korea
60000763,Andong National University,South Korea
60027652,University of Seoul,South Korea
60024872,Hanyang University,South Korea
60013682,Seoul National University,South Korea
60012704,Kyungpook National University,South Korea
60007511,Sungkyunkwan University,South Korea
60007215,Chonnam National University,South Korea
60005273,Korea University,South Korea
60001187,Jeonbuk National University,South Korea
60027884,Sejong University,South Korea
60119956,Seoul National University Cancer Research Institute,South Korea
60001873,Kyung Hee University,South Korea
60068698,Rural Development Administration,South Korea
60022417,Chungnam National University,South Korea
60004739,Chungbuk National University,South Korea
60002877,Dankook University,South Korea
108073040,Korea National College of Agriculture and Fisheries,South Korea
101550574,"Genebiotech Co., Ltd.",South Korea
60017234,Chonnam National University Medical School,South Korea
60004269,Medical School of Pusan National University,South Korea
60117158,SKKU Advanced Institute of Nano Technology,South Korea
60018257,Sogang University,South Korea
60068693,Korea Research Institute of Bioscience and Biotechnology,South Korea
112667243,Area88 Plastic Surgery Clinic,South Korea
60032144,Korea Advanced Institute of Science and Technology,South Korea
60016912,Yonsei University,South Korea
60001727,College of Medicine of the Catholic University of Korea,South Korea
60021119,Seoul National University Hospital,South Korea
60006240,University of Ulsan College of Medicine,South Korea
60031662,"Eulji University, School of Medicine",South Korea
60120717,Seoul National University Children's Hospital,South Korea
60016329,SKKU School of Medicine,South Korea
60000656,Seoul National University College of Medicine,South Korea
126654722,Wide River Institute of Immunology,South Korea
60006034,"Hallym University, College of Medicine",South Korea
60276990,The Catholic University of Korea Seoul St. Mary's Hospital,South Korea
60120232,Research Institute of Agricultural and Life Science,South Korea
114935665,National Center for Agro Meteorology,South Korea
60020857,"Samsung Medical Center, Sungkyunkwan university",South Korea
60001604,Ministry of Education of the People's Republic of China,China
60017482,Jiangsu University,China
60069706,Jiangsu University of Science and Technology,China
60029003,School of Basic Medical Sciences,China
60019616,Harbin Institute of Technology,China
60013268,Taiyuan University of Technology,China
60130044,State Key Lab for Geological Processes and Mineral Resources,China
60073540,Zhejiang Cancer Hospital,China
60014277,Institute of Genetics and Developmental Biology Chinese Academy of Sciences,China
60088079,Qingdao Agricultural University,China
60002980,Southwest University of Science and Technology,China
60014454,Anhui Medical University,China
60013156,Guangzhou Medical University,China
60012627,Xishuangbanna Tropical Botanical Garden Chinese Academy of Sciences,China
60082830,Huaiyin Institute of Technology,China
60122372,The First Affiliated Hospital of Xiamen University,China
60005206,Fujian Medical University,China
60029386,Hubei University,China
60087824,Ministry of Land and Resources P.R.C.,China
60121918,Shanghai Dongfang Hospital,China
60008510,Beijing Cancer Hospital,China
60005465,University of Electronic Science and Technology of China,China
60022598,South China Seas Institute of Oceanography Chinese Academy of Sciences,China
60016835,Beijing Institute of Technology,China
60089918,State Key Laboratory of Multiphase Flow in Power Engineering,China
60020464,Guangxi Normal University,China
60081583,Hong Kong Hospital Authority,China
60031031,Shandong University,China
60088268,University of South China,China
60073699,China Aerospace Science and Technology Corporation,China
60073518,Dongguan University of Technology,China
60061261,Chinese Academy of Geological Sciences,China
60030270,Guangxi University,China
60026626,China Institute of Atomic Energy,China
60024350,National University of Defense Technology China,China
60023380,Chongqing University,China
60023237,Beijing Normal University,China
60021751,Wuyi University,China
60021227,North China Electric Power University,China
60019118,University of Science and Technology of China,China
60018038,Nankai University,China
60017456,Jinan University,China
60011069,East China University of Science and Technology,China
60007711,Jilin University,China
60073562,Northeast Electric Power University,China
60129232,State Key Laboratory of Marine Geology,China
60123531,State Key Laboratory of Microbial Metabolism,China
60118432,The Second Affiliated Hospital Zhejiang University School of Medicine,China
60028009,Yunnan University,China
60018910,Kunming Institute of Botany,China
60016521,Sichuan University,China
123352787,The National Orchid Conservation &amp; Research Center of Shenzhen,China
112986292,Shanghai Chenshan Botanical Garden,China
60122342,The First Affiliated Hospital of Wenzhou Medical University,China
60122353,"The Eighth Affiliated Hospital, Sun Yat-sen University",China
60073654,Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine,China
60026701,"Fuwai Hospital, Chinese Academy of Medical Sciences &amp; Peking Union Medical College",China
60008073,Wenzhou Medical University,China
60002593,Southern Medical University,China
125564303,Key Laboratory of Diagnosis and Treatment for the Development of Chronic Liver Disease in Zhejiang Province,China
60007171,Purple Mountain Observatory Chinese Academy of Sciences,China
129965599,Limited,China
60112527,College of Sciences,China
60023813,Shanghai University,China
129474355,Emerging Industries Institute Shanghai University,China
60117835,"College of Energy Engineering, Zhejiang University",China
60084619,University of Science and Technology Liaoning,China
60080663,Guangzhou Institute of Repiratory Disease,China
60122377,School of Medicine,China
60008872,China Medical University Shenyang,China
60105232,ShanghaiTech University,China
60017919,The Education University of Hong Kong,China
60087287,Neijiang Normal University,China
60024617,Hunan University of Science and Technology,China
60073628,Huashan Hospital,China
60018486,Institute of Automation Chinese Academy of Sciences,China
60102426,Xi'an Jiaotong-Liverpool University,China
60029608,Institute of Zoology Chinese Academy of Sciences,China
60268325,Shandong University of Political Science and Law,China
60102081,Beijing Academy of Agriculture and Forestry Sciences,China
60088062,Mianyang Normal University,China
60087826,Ministry of Agriculture of the People's Republic of China,China
60083515,Yunnan Agricultural Academy,China
60020256,Capital Normal University,China
60013551,China Agricultural University,China
60008775,Xiangnan University,China
60003630,Ningxia University,China
126906725,National Quality Supervision and Inspection Center for Coal and Coal Chemical Products (Ningxia),China
60128315,State Key Laboratory of Polymer Materials Engineering,China
60027631,Institute of High Energy Physics Chinese Academy of Science,China
60025278,Tsinghua University,China
60014966,Peking University,China
60013789,Beihang University,China
60021182,Sun Yat-Sen University,China
60025761,Huazhong University of Science and Technology,China
60273071,Institute of Earth Environment,China
60138680,Pilot National Laboratory for Marine Science and Technology,China
60028891,Chang'an University,China
60022422,Ocean University of China,China
60019499,Chinese Academy of Sciences,China
60018308,Xi'an Jiaotong University,China
